afida_sku,ppp_sku,name,category,size,material,colour,pack_size,pack_price,certifications,description,website_url,product_weight,product_length,product_width,product_height,case_length,case_width,case_depth,case_volume,case_weight,additional_specs
VEG-DEL-HG-12,VHD-12,Vegware 12oz PLA Hinged Lid Deli Container Compostable,Vegware,,PLA,,50,27.53,Compostable,"The Vegware PLA Hinged Lid Deli Container is lined with PLA, a plant-based bioplastic derived from cornstarch. A secure-fit lid for deli containers, keeping salads, sides, and prepared foods fresh and visible. Snaps firmly for leak-resistant sealing. Certified compostable - breaks down in industrial composting facilities. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/hinged-lid-deli-container,15.333g,124mm,142mm,55mm,580mm,264mm,445mm,0.068m3,6 kg,
VEG-DEL-RD-12,CF-DC-12,Vegware 12oz PLA Round Deli Container Compostable,Vegware,,PLA,,50,11.11,Compostable,"The Vegware PLA Round Deli Container is lined with PLA, a plant-based bioplastic derived from cornstarch. A clear deli container that showcases salads, sides, fruit, pasta, and prepared foods. The hinged lid provides a tamper-evident seal and easy one-handed opening. Stackable for efficient display on deli counters and in fridges. Certified compostable - breaks down in industrial composting facilities. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/round-deli-container,11g,,118mm,54mm,615mm,255mm,410mm,0.064m3,7 kg,
VEG-SPC-12,SC-12,"Vegware 12oz Soup Container, 115 Series Compostable",Vegware,,,,25,7.4,Compostable,"The Vegware Soup Container, 115 Series. A leak-resistant food container designed for soups, stews, porridge, chilli, and other hot liquids. The lined interior provides a reliable barrier against grease and moisture. Pairs with compatible lids for a secure, spill-resistant seal.",https://afida.com/products/soup-container-115-series,12.6g,92mm,115mm,62mm,584mm,244mm,417mm,0.059m3,6 kg,
VEG-SPC-12-GN,SC-G12,"Vegware 12oz Soup Container, 115 Series Green Tree Compostable",Vegware,,,Green,25,5.48,Compostable,"The Vegware Soup Container, 115 Series Green Tree. A leak-resistant food container designed for soups, stews, porridge, chilli, and other hot liquids. The lined interior provides a reliable barrier against grease and moisture. Pairs with compatible lids for a secure, spill-resistant seal.",https://afida.com/products/soup-container-115-series-green-tree,12.6g,92mm,114mm,63mm,584mm,244mm,417mm,0.059m3,6 kg,
VEG-CNT-SQ-16-KR,SKC-16,Vegware 16 oz / 500 ml Square Kraft Food Container (Case of 300),Vegware,,pla,Brown/Kraft,300,41.43,"Compostable, Recyclable","The Vegware kraft Square Food Container is constructed from kraft board, an unbleached paper with natural strength. A square food container that maximises storage space with flat sides and efficient stacking. Suitable for meal prep, deli counters, and takeaway. Works with compatible snap-on lids. Both compostable and recyclable, giving multiple end-of-life options. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/square-food-container,21.33 g,173 mm,121 mm,41 mm,N/A,N/A,N/A,N/A,N/A,
VEG-BWL-RD-16-BK,RBC-16,Vegware 16oz / 500ml Round Black Food Container Compostable,Vegware,500ml,,Black,300,38.41,Compostable,"The Vegware 500ml black Round Food Container. A round food container suitable for meal prep, storage, and takeaway. The round shape is easy to eat from and fits standard microwave turntables. Works with compatible snap-on lids for sealed storage. Certified compostable - breaks down in industrial composting facilities. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/round-food-container,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,
VEG-DEL-16,BEL-16,"Vegware 16oz PLA Bella pot, 96-Series Compostable",Vegware,3oz,pla,,50,16.12,Compostable,"The Vegware 3oz PLA Bella Pot, 96-Series is lined with PLA, a plant-based bioplastic derived from cornstarch. A rounded Bella pot with a premium feel, designed for desserts, deli salads, overnight oats, and premium portions. The smooth curves create an attractive presentation. Pairs with compatible lids. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/bella-pot-96-series-3,10.6g,53mm,96mm,97mm,500mm,400mm,415mm,0.083m3,12 kg,
VEG-DEL-HG-16,VHD-16,Vegware 16oz PLA Hinged Lid Deli Container Compostable,Vegware,,PLA,,50,30.48,Compostable,"The Vegware PLA Hinged Lid Deli Container is lined with PLA, a plant-based bioplastic derived from cornstarch. A secure-fit lid for deli containers, keeping salads, sides, and prepared foods fresh and visible. Snaps firmly for leak-resistant sealing. Certified compostable - breaks down in industrial composting facilities. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/hinged-lid-deli-container-2,16.667g,123mm,142mm,65mm,580mm,263mm,450mm,0.069m3,7 kg,
VEG-DEL-RD-16,CF-DC-16,Vegware 16oz PLA Round Deli Container Compostable,Vegware,,PLA,,50,17.16,Compostable,"The Vegware PLA Round Deli Container is lined with PLA, a plant-based bioplastic derived from cornstarch. A clear deli container that showcases salads, sides, fruit, pasta, and prepared foods. The hinged lid provides a tamper-evident seal and easy one-handed opening. Stackable for efficient display on deli counters and in fridges. Certified compostable - breaks down in industrial composting facilities. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/round-deli-container-2,13g,N/A,118mm,77mm,610mm,255mm,380mm,0.059m3,8 kg,
VEG-CNT-RC-16-BK,SBC-16,Vegware 16oz Rectangular Black Food Container Compostable,Vegware,,,Black,300,41.43,Compostable,"The Vegware black Rectangular Food Container. A rectangular food container that accommodates baguettes, wraps, kebabs, and longer food items. The elongated shape provides an efficient fit. Works with compatible lids. Certified compostable - breaks down in industrial composting facilities. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/rectangular-food-container,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,
VEG-SPC-16-2,SC-16,"Vegware 16oz Soup Container, 115 Series Compostable",Vegware,,,,25,6.33,Compostable,"The Vegware Soup Container, 115 Series. A leak-resistant food container designed for soups, stews, porridge, chilli, and other hot liquids. The lined interior provides a reliable barrier against grease and moisture. Pairs with compatible lids for a secure, spill-resistant seal.",https://afida.com/products/soup-container-115-series-2,13.9g,undefined,115mm,77mm,581mm,241mm,492mm,0.069m3,8 kg,
VEG-SPC-16-GN,SC-G16,"Vegware 16oz Soup Container, 115 Series Green Tree Compostable",Vegware,,,Green,25,6.33,,"The Vegware Soup Container, 115 Series Green Tree. A leak-resistant food container designed for soups, stews, porridge, chilli, and other hot liquids. The lined interior provides a reliable barrier against grease and moisture. Pairs with compatible lids for a secure, spill-resistant seal.",https://afida.com/products/soup-container-115-series-green-tree-2,12.54g,92mm,114mm,78mm,581mm,241mm,492mm,0.069m3,8 kg,
VEG-BWL-RD-16-KR,RKC-16,Vegware 16oz/500ml Round Kraft Food Container,Vegware,16oz,"kraft, pla",Brown/Kraft,300,38.41,Recyclable,"The Vegware 16oz kraft Round Food Container is constructed from kraft board, an unbleached paper with natural strength. A round food container suitable for meal prep, storage, and takeaway. The round shape is easy to eat from and fits standard microwave turntables. Works with compatible snap-on lids for sealed storage. Fully recyclable through standard paper or plastic recycling streams. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/round-food-container-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VEG-DEL-FL-32,VL185F,Vegware 185-Series PLA flat lid (fits 24-32oz) Compostable,Vegware,,"paper, pla, pet, pp",,75,30.54,Compostable,"The Vegware PLA 185-Series Flat Lid is lined with PLA, a plant-based bioplastic derived from cornstarch. A lid designed for food bowls that provides a secure fit while venting steam to prevent condensation and sogginess. Keeps contents fresh during transport and display. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/185-series-flat-lid,10g,N/A,N/A,15mm,393mm,393mm,440mm,0.068m3,5 kg,
VEG-POT-1-KR-2,VWPPK1,Vegware 1oz Kraft Paper Portion Pot Compostable,Vegware,1oz,"kraft, paper, pla",Brown/Kraft,2000,46.69,Compostable,"The Vegware 1oz kraft Portion Pot is constructed from kraft board, an unbleached paper with natural strength. A small portion pot for sauces, dressings, condiments, dips, and sample portions. Compact and stackable for efficient storage. Works with compatible snap-on lids for leak-resistant sealing. Certified compostable - breaks down in industrial composting facilities. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/portion-pot-10,,,45mm,27mm,,,,,6 kg,
VEG-POT-1-KR,VWPLK1,Vegware 1oz Kraft Paper Portion Pot Lid Compostable,Vegware,5oz,"kraft, paper, pla",Brown/Kraft,2000,33.65,Compostable,"The Vegware 5oz kraft Portion Pot Lid is constructed from kraft board, an unbleached paper with natural strength. A secure-fit lid that snaps onto compatible portion pots, keeping sauces, dressings, and condiments contained. Clear construction allows easy identification of contents without opening. Certified compostable - breaks down in industrial composting facilities. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/portion-pot-lid-7,,,44mm,10mm,,,,,6 kg,
VEG-POT-1-3,VWPP1,Vegware 1oz PLA Cold Portion Pot Compostable,Vegware,,pp,,2500,21,Compostable,"The Vegware PLA Cold Portion Pot is lined with PLA, a plant-based bioplastic derived from cornstarch. A small portion pot for sauces, dressings, condiments, dips, and sample portions. Compact and stackable for efficient storage. Works with compatible snap-on lids for leak-resistant sealing. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/cold-portion-pot-2,1.28g,N/A,45mm,35mm,470mm,255mm,460mm,0.055m3,7 kg,
VEG-POT-5-KR-2,VWPPK2.5,Vegware 2.5oz Kraft Paper Portion Pot Compostable,Vegware,5oz,"kraft, paper, pla",Brown/Kraft,2000,59.36,Compostable,"The Vegware 5oz kraft Portion Pot is constructed from kraft board, an unbleached paper with natural strength. A small portion pot for sauces, dressings, condiments, dips, and sample portions. Compact and stackable for efficient storage. Works with compatible snap-on lids for leak-resistant sealing. Certified compostable - breaks down in industrial composting facilities. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/portion-pot-11,N/A,N/A,45mm,27mm,N/A,N/A,N/A,N/A,6 kg,
VEG-POT-5-KR,VWPLK2.5,Vegware 2.5oz Kraft Paper Portion Pot Lid Compostable,Vegware,5oz,"kraft, paper, pla",Brown/Kraft,2000,41.39,Compostable,"The Vegware 5oz kraft Portion Pot Lid is constructed from kraft board, an unbleached paper with natural strength. A secure-fit lid that snaps onto compatible portion pots, keeping sauces, dressings, and condiments contained. Clear construction allows easy identification of contents without opening. Certified compostable - breaks down in industrial composting facilities. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/portion-pot-lid-8,,,62mm,12mm,,,,,6 kg,
VEG-BOX-22,01VWPASTA-case-,Vegware 22oz Medium Window Salad Box Compostable (Case of 300),Vegware,Medium,"kraft, pla",,300,83.49,Compostable,"The Vegware Medium Window Salad Box. A salad box with a clear window that showcases fresh contents - salads, wraps, grain bowls, and prepared meals. The window boosts product visibility for grab-and-go display. Stackable and sturdy. Certified compostable - breaks down in industrial composting facilities. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/medium-window-salad-box,,,,,,,,,,
VEG-CNT-SQ-24-KR,SKC-24,Vegware 24 oz / 750 ml Square Kraft Food Container (Case of 300),Vegware,,"kraft, pla, plastic",Brown/Kraft,300,45.14,Compostable,"The Vegware kraft Square Food Container is constructed from kraft board, an unbleached paper with natural strength. A square food container that maximises storage space with flat sides and efficient stacking. Suitable for meal prep, deli counters, and takeaway. Works with compatible snap-on lids. Certified compostable - breaks down in industrial composting facilities. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/square-food-container-2,24 g,173 mm,121 mm,57 mm,Unknown,Unknown,Unknown,Unknown,Approx. 7.2 kg,
VEG-DEL-BW-24,RB-24,"Vegware 24oz PLA food bowl, 185-Series Compostable",Vegware,,"pla, pet, pp",,75,37.32,Compostable,"The Vegware PLA Food Bowl, 185-Series is lined with PLA, a plant-based bioplastic derived from cornstarch. A versatile food bowl suitable for hot and cold dishes - soups, salads, noodles, rice bowls, and stews. Sturdy construction and grease-resistant lining. Pairs with compatible lids for sealed takeaway and delivery. Certified compostable - breaks down in industrial composting facilities. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/food-bowl-185-series,,,,,,,,,6 kg,
VEG-DEL-HG-24,VHD-24,Vegware 24oz PLA Hinged Lid Deli Container Compostable,Vegware,,PLA,,50,43.14,Compostable,"The Vegware PLA Hinged Lid Deli Container is lined with PLA, a plant-based bioplastic derived from cornstarch. A secure-fit lid for deli containers, keeping salads, sides, and prepared foods fresh and visible. Snaps firmly for leak-resistant sealing. Certified compostable - breaks down in industrial composting facilities. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/hinged-lid-deli-container-3,25g,147mm,165mm,65mm,575mm,311mm,349mm,0.062m3,7 kg,
VEG-DEL-RD-24,CF-DC-24,Vegware 24oz PLA Round Deli Container Compostable,Vegware,,PLA,,50,20.02,Compostable,"The Vegware PLA Round Deli Container is lined with PLA, a plant-based bioplastic derived from cornstarch. A clear deli container that showcases salads, sides, fruit, pasta, and prepared foods. The hinged lid provides a tamper-evident seal and easy one-handed opening. Stackable for efficient display on deli counters and in fridges. Certified compostable - breaks down in industrial composting facilities. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/round-deli-container-3,16.2g,N/A,118mm,110mm,610mm,255mm,400mm,0.062m3,9 kg,
